Industry Title,SIC Code,Company Name,cityba,zipba,Industry_Encoded,City_Encoded,Cluster
"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577.0,"Dror Ortho-Design, Inc.",WASHINGTON,15301,48,1448,4
SERVICES-PERSONAL SERVICES,7200.0,"XWELL, Inc.",NEW YORK,10001,318,956,3
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,RYVYL Inc.,SAN DIEGO,92108,304,1187,3
SERVICES-MANAGEMENT SERVICES,8741.0,PHI GROUP INC,LAS VEGAS,89108,305,729,3
FINANCE SERVICES,6199.0,Senmiao Technology Ltd,"CHENGDU, SICHUAN",610000,86,261,2
PHARMACEUTICAL PREPARATIONS,2834.0,INTEGRATED BIOPHARMA INC,HILLSIDE,7205,204,614,1
PHARMACEUTICAL PREPARATIONS,2834.0,"Galecto, Inc.",BOSTON,2109,204,154,1
PAPERBOARD CONTAINERS & BOXES,2650.0,"DSS, INC.",WEST HENRIETTA,14586,196,1472,0
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,"Wally World Media, Inc",LAS VEGAS,89129,284,729,3
PHARMACEUTICAL PREPARATIONS,2834.0,CONDUIT PHARMACEUTICALS INC.,SAN DIEGO,92123,204,1187,0
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"CISO Global, Inc.",SCOTTSDALE,85251,304,1224,3
"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035.0,CARVER BANCORP INC,NEW YORK,10027-4512,266,956,3
PHARMACEUTICAL PREPARATIONS,2834.0,"TFF Pharmaceuticals, Inc.",AUSTIN,78746,204,68,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Curative Biotechnology Inc,BOCA RATON,33431,22,146,2
PHARMACEUTICAL PREPARATIONS,2834.0,"CV Sciences, Inc.",SAN DIEGO,92126,204,1187,0
ELECTRIC SERVICES,4911.0,"Heliogen, Inc.",PASADENA,91103,68,1053,4
"SPECIAL INDUSTRY MACHINERY, NEC",3559.0,"Velo3D, Inc.",CAMPBELL,95008,331,211,1
PHARMACEUTICAL PREPARATIONS,2834.0,LFTD PARTNERS INC.,JACKSONVILLE,32217,204,662,1
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"Medicine Man Technologies, Inc.",DENVER,80239,304,363,1
PHARMACEUTICAL PREPARATIONS,2834.0,"VACCINEX, INC.",ROCHESTER,14620,204,1139,0
BLANK CHECKS,6770.0,"TruGolf Holdings, Inc.",PLANTATION,33324,25,1077,4
TELEPHONE & TELEGRAPH APPARATUS,3661.0,"Akoustis Technologies, Inc.",HUNTERSVILLE,28078,343,641,3
AIRCRAFT,3721.0,Mobilicom Ltd,MELBOURNE,3000,11,838,4
TRANSPORTATION SERVICES,4700.0,MingZhu Logistics Holdings Ltd,"SHENZHEN, GUAGDONG",518083,351,1245,3
METAL MINING,1000.0,LIBERTY STAR URANIUM & METALS CORP.,TUCSON,85701,147,1381,0
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,"UPEXI, INC.",CLEARWATER,33760,142,289,2
ELECTRIC & OTHER SERVICES COMBINED,4931.0,"Alternus Clean Energy, Inc.",BEE CAVE,78738,65,104,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,"DarkPulse, Inc.",HOUSTON,77002,319,635,1
IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835.0,"Cardio Diagnostics Holdings, Inc.",CHICAGO,60642,116,272,2
PHARMACEUTICAL PREPARATIONS,2834.0,"ABVC BIOPHARMA, INC.",FREMONT,94538,204,495,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,"BIMINI CAPITAL MANAGEMENT, INC.",VERO BEACH,32963,232,1415,0
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,"Bright Mountain Media, Inc.",BOCA RATON,33487,285,146,1
PHARMACEUTICAL PREPARATIONS,2834.0,Quantum Biopharma Ltd.,TORONTO,M5X 1A4,204,1369,0
ELECTRIC SERVICES,4911.0,"Astra Energy, Inc.",SAN DIEGO,92121,68,1187,4
AIRCRAFT,3721.0,Draganfly Inc.,SASKATOON,S7M 0K7,11,1217,4
PHARMACEUTICAL PREPARATIONS,2834.0,"Ensysce Biosciences, Inc.",LA JOLLA,92037,204,707,0
GOLD AND SILVER ORES,1040.0,ATHENA GOLD CORP,VACAVILLE,95687,102,1395,4
LOAN BROKERS,6163.0,"Freedom Holdings, Inc.",OSSIAN,46777,136,1029,0
SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011.0,HealthLynked Corp,NAPLES,34108,317,929,3
PHARMACEUTICAL PREPARATIONS,2834.0,"SOLIGENIX, INC.",PRINCETON,8540,204,1095,0
ELECTRONIC COMPONENTS & ACCESSORIES,3670.0,TEL INSTRUMENT ELECTRONICS CORP,EAST RUTHERFORD,7073,75,408,2
ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,4731.0,"Unique Logistics International, Inc.",JAMAICA,11434,17,663,2
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"Castellum, Inc.",BETHESDA,20814,304,126,1
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,Bubblr Inc.,NEW YORK,10036,286,956,3
SEMICONDUCTORS & RELATED DEVICES,3674.0,SemiLEDs Corp,CHU-NAN,350,273,277,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"BioCardia, Inc.",SAN CARLOS,94070,22,1185,4
RETAIL-MISCELLANEOUS RETAIL,5900.0,"CLS Holdings USA, Inc.",LAS VEGAS,89102,255,729,3
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"Elvictor Group, Inc.",ATTIKI,16672,304,62,1
ELECTRONIC COMPUTERS,3571.0,"SOCKET MOBILE, INC.",FREMONT,94538-2475,77,495,2
FARM MACHINERY & EQUIPMENT,3523.0,ARTS WAY MANUFACTURING CO INC,ARMSTRONG,50514,83,55,2
PHARMACEUTICAL PREPARATIONS,2834.0,"KINETA, INC./DE",SEATTLE,98109,204,1227,0
SERVICES-PERSONAL SERVICES,7200.0,"Verb Technology Company, Inc.",LEHI,84043,318,741,3
REAL ESTATE INVESTMENT TRUSTS,6798.0,"Wheeler Real Estate Investment Trust, Inc.",VIRGINIA BEACH,23452,232,1423,0
WHOLESALE-METALS SERVICE CENTERS & OFFICES,5051.0,"Greenwave Technology Solutions, Inc.",SUFFOLK,23434,382,1317,3
AIRCRAFT,3721.0,"XERIANT, INC.",BOCA RATON,33431,11,146,2
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"NeuroMetrix, Inc.",WALTHAM,2451,340,1437,3
SERVICES-PREPACKAGED SOFTWARE,7372.0,DESTINY MEDIA TECHNOLOGIES INC,VANCOUVER,V6C 3E8,319,1403,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Pulmatrix, Inc.",LEXINGTON,2421,204,746,0
SERVICES-NURSING & PERSONAL CARE FACILITIES,8050.0,"CareMax, Inc.",MIAMI,33126,316,852,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Transcode Therapeutics, Inc.",BOSTON,2109,204,154,1
PHARMACEUTICAL PREPARATIONS,2834.0,"Viracta Therapeutics, Inc.",CARDIFF,92007,204,218,1
FINANCE SERVICES,6199.0,"LM FUNDING AMERICA, INC.",TAMPA,33606,86,1338,4
SERVICES-HELP SUPPLY SERVICES,7363.0,DALRADA FINANCIAL CORP,ESCONDIDO,92025,299,442,1
SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373.0,"Healthcare Triangle, Inc.",PLEASANTON,945888,283,1078,3
PHARMACEUTICAL PREPARATIONS,2834.0,Biofrontera Inc.,WOBURN,1801,204,1525,0
PHARMACEUTICAL PREPARATIONS,2834.0,"MARIZYME, INC.",JUPITER,33458,204,677,0
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Coeptis Therapeutics Holdings, Inc.",WEXFORD,15090,22,1498,4
"ELECTRONIC COMPONENTS, NEC",3679.0,"Hyperscale Data, Inc.",LAS VEGAS,89141,76,729,2
"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090.0,"Ontrak, Inc.",HENDERSON,89052,308,598,1
PHARMACEUTICAL PREPARATIONS,2834.0,"EAGLE PHARMACEUTICALS, INC.",WOODCLIFF LAKE,7677,204,1530,0
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,ALTEROLA BIOTECH INC.,BIRKENHEAD MERSEYSIDE,CH41 5AR,142,134,2
FINANCE SERVICES,6199.0,"Vemanti Group, Inc.",IRVINE,92618,86,653,2
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"Sigyn Therapeutics, Inc.",BEVERLY HILLS,90212,340,129,1
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,ACTELIS NETWORKS INC,FREMONT,94538,44,495,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,Amesite Inc.,ANN ARBOR,48104,319,46,1
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"PLUS THERAPEUTICS, INC.",AUSTIN,78756,340,68,1
PHARMACEUTICAL PREPARATIONS,2834.0,"Cyclerion Therapeutics, Inc.",CAMBRIDGE,2142,204,208,1
FINANCE SERVICES,6199.0,"INTEGRATED VENTURES, INC.",TIOGA,16946,86,1360,4
BLANK CHECKS,6770.0,RIDGEFIELD ACQUISITION CORP,CARSON CITY,89701,25,225,2
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,Titan Environmental Solutions Inc.,BELLEVUE,98006,285,109,1
OPERATIVE BUILDERS,1531.0,"GOLD ROCK HOLDINGS, INC.",VIRGINIA BEACH,23452,187,1423,0
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,"Polar Power, Inc.",GARDENA,90248,156,510,2
SERVICES-EDUCATIONAL SERVICES,8200.0,Wah Fu Education Group Ltd,BEIJING,100176,291,105,1
BLANK CHECKS,6770.0,"Volato Group, Inc.",RESTON,20190,25,1123,4
PHARMACEUTICAL PREPARATIONS,2834.0,"Moleculin Biotech, Inc.",HOUSTON,77007,204,635,1
LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES),6552.0,International Land Alliance Inc.,SAN DIEGO,92101,131,1187,0
RETAIL-MISCELLANEOUS RETAIL,5900.0,GLOBAL ACQUISITIONS Corp,LAS VEGAS,89119,255,729,3
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,Cyngn Inc.,MENLO PARK,94025,285,842,3
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,Carmell Corp,NEW YORK,10036,340,956,3
ELECTRIC LIGHTING & WIRING EQUIPMENT,3640.0,"ENERGY FOCUS, INC/DE",SOLON,44139,67,1265,4
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,"SideChannel, Inc.",AUSTIN,78746,284,68,1
APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2300.0,MGO Global Inc.,FORT LAUDERDALE,33346,16,478,2
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,Next Technology Holding Inc.,BEIJING CITY,100020,284,106,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",PHOENIX,85012,22,1067,4
MISCELLANEOUS MANUFACTURING INDUSTRIES,3990.0,TRANS LUX Corp,NEW YORK,10022,160,956,0
"ELECTRONIC COMPONENTS, NEC",3679.0,Crown Electrokinetics Corp.,CORVALLIS,97330,76,324,2
PHARMACEUTICAL PREPARATIONS,2834.0,"Alzamend Neuro, Inc.",ATLANTA,30326,204,61,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"ORGANOVO HOLDINGS, INC.",SAN DIEGO,92121,22,1187,4
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Aptose Biosciences Inc.,TORONTO,M2J 4R3,22,1369,4
CHEMICALS & ALLIED PRODUCTS,2800.0,"GULF RESOURCES, INC.","SHOUGUANG CITY, SHANDONG",262700,37,1254,4
"WHOLESALE-APPAREL, PIECE GOODS & NOTIONS",5130.0,"Authentic Holdings, Inc.",SOMERVILLE,8876,361,1267,3
RETAIL-NONSTORE RETAILERS,5960.0,"Kaival Brands Innovations Group, Inc.",GRANT-VALKARIA,32949,257,539,1
BLANK CHECKS,6770.0,New Horizon Aircraft Ltd.,HONOLULU,96816,25,630,2
SERVICES-ENGINEERING SERVICES,8711.0,ENGLOBAL CORP,HOUSTON,77079,293,635,1
SERVICES-EDUCATIONAL SERVICES,8200.0,Golden Sun Health Technology Group Ltd,SHANGHAI,200030,291,1238,3
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,Greenpro Capital Corp.,59200 KUALA LUMPUR,0,284,7,1
"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",7500.0,Pony Group Inc.,"SHENZHEN, GUANGDONG PROVINCE",518000,279,1247,3
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,"OZOP ENERGY SOLUTIONS, INC.",WARWICK,10990,156,1447,0
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,MARIN SOFTWARE INC,SAN FRANCISCO,94105,284,1189,3
MALT BEVERAGES,2082.0,I-ON Digital Corp.,CHICAGO,60610,139,272,2
"OIL & GAS FIELD SERVICES, NEC",1389.0,Enservco Corp,DENVER,80202,185,363,1
SERVICES-ADVERTISING AGENCIES,7311.0,"SRAX, Inc.",WESTLAKE VILLAGE,91361,275,1494,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Forte Biosciences, Inc.",DALLAS,75247,204,341,1
X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,3844.0,Check-Cap Ltd,ISFIYA,3009000,394,656,3
PHARMACEUTICAL PREPARATIONS,2834.0,"GT Biopharma, Inc.",BRISBANE,94005,204,171,1
OPERATORS OF NONRESIDENTIAL BUILDINGS,6512.0,"Zoned Properties, Inc.",SCOTTSDALE,85260,189,1224,0
SERVICES-ADVERTISING,7310.0,"LENDWAY, INC.",MINNEAPOLIS,55401,274,875,3
SERVICES-MEDICAL LABORATORIES,8071.0,BioNexus Gene Lab Corp,KUALA LUMPUR,59200,306,704,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,Future FinTech Group Inc.,NEW YORK,10036,280,956,3
TRUCK & BUS BODIES,3713.0,"Nxu, Inc.",MESA,85212,352,847,3
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,"APPYEA, INC",FORT WORTH,76102,285,486,1
"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",3569.0,"Nauticus Robotics, Inc.",WEBSTER,77598,99,1462,4
INDUSTRIAL ORGANIC CHEMICALS,2860.0,Stratos Renewables Corp,HENDERSON,89052,120,598,2
SERVICES-HEALTH SERVICES,8000.0,Agape ATP Corp,KUALA LUMPUR,58100,298,704,3
IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835.0,BIOMERICA INC,IRVINE,92614,116,653,2
INDUSTRIAL ORGANIC CHEMICALS,2860.0,CN ENERGY GROUP. INC.,LISHUI CITY,323010,120,754,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Livento Group, Inc.",NEW YORK,10004,319,956,3
PHARMACEUTICAL PREPARATIONS,2834.0,"ADIAL PHARMACEUTICALS, INC.",CHARLOTTESVILLE,22901,204,255,1
PHARMACEUTICAL PREPARATIONS,2834.0,"Xenetic Biosciences, Inc.",FRAMINGHAM,1701,204,490,1
PHARMACEUTICAL PREPARATIONS,2834.0,Universe Pharmaceuticals INC,"JI'AN, JIANGXI",343100,204,672,0
PHOTOGRAPHIC EQUIPMENT & SUPPLIES,3861.0,MOVING iMAGE TECHNOLOGIES INC.,FOUNTAIN VALLEY,92708,206,489,1
HOTELS & MOTELS,7011.0,DIAMONDHEAD CASINO CORP,"ALEXANDRIA,",22314,110,28,2
PHARMACEUTICAL PREPARATIONS,2834.0,"EXICURE, INC.",CHICAGO,60614,204,272,1
CRUDE PETROLEUM & NATURAL GAS,1311.0,"New Concept Energy, Inc.",DALLAS,75234,56,341,2
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"Qualis Innovations, Inc.",CHADDS FORD,19317,340,242,1
"COMMUNICATIONS SERVICES, NEC",4899.0,"REMARK HOLDINGS, INC.",LAS VEGAS,89106,45,729,2
"HEATING EQUIPMENT, EXCEPT ELECTRIC & WARM AIR FURNACES",3433.0,Brenmiller Energy Ltd.,ROSH HAAYIN,4809249,107,1158,4
PHARMACEUTICAL PREPARATIONS,2834.0,"Genprex, Inc.",AUSTIN,78712,204,68,1
PHARMACEUTICAL PREPARATIONS,2834.0,Orgenesis Inc.,GERMANTOWN,20876,204,518,1
NATIONAL COMMERCIAL BANKS,6021.0,PATRIOT NATIONAL BANCORP INC,STAMFORD,6901,174,1303,0
PREFABRICATED METAL BUILDINGS & COMPONENTS,3448.0,AGRIFORCE GROWING SYSTEMS LTD.,VANCOUVER,V5Y 0M6,216,1403,0
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,"Onfolio Holdings, Inc",WILMINGTON,19801,284,1512,3
SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),7510.0,"Getaround, Inc",SAN FRANCISCO,94111,278,1189,3
RETAIL-DRUG STORES AND PROPRIETARY STORES,5912.0,TREES Corp (Colorado),DENVER,80223,244,363,1
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,INTELLIGENT BIO SOLUTIONS INC.,NEW YORK,10019,340,956,3
SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731.0,"Optimus Healthcare Services, Inc.",WESTBURY,11590,282,1486,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Hoth Therapeutics, Inc.",NEW YORK,10020,204,956,0
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"ENZON PHARMACEUTICALS, INC.",CRANFORD,7016,22,333,2
RETAIL-EATING PLACES,5812.0,Yoshiharu Global Co.,BUENA PARK,90621,246,185,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Mosaic ImmunoEngineering Inc.,HUNTINGTON BEACH,92646,22,643,2
"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",8062.0,SUNLINK HEALTH SYSTEMS INC,ATLANTA,30339,297,61,1
CRUDE PETROLEUM & NATURAL GAS,1311.0,PORTAGE BIOTECH INC.,TORONTO,M5C 1H6,56,1369,4
ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,4731.0,Singularity Future Technology Ltd.,GREAT NECK,11021,17,543,2
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,Bon Natural Life Ltd,XI'AN,710076,142,1538,0
PHARMACEUTICAL PREPARATIONS,2834.0,"Dogwood Therapeutics, Inc.",ALPHARETTA,30009,204,34,1
RETAIL-EATING PLACES,5812.0,"BAB, INC.",DEERFIELD,60015,246,355,1
MOTOR VEHICLES & PASSENGER CAR BODIES,3711.0,Ilustrato Pictures International Inc.,NEW YORK,10004,171,956,0
SERVICES-MISCELLANEOUS BUSINESS SERVICES,7380.0,SEATech Ventures Corp.,"BANGSAR SOUTH, KUALA LUMPUR",59200,310,80,1
"JEWELRY, SILVERWARE & PLATED WARE",3910.0,Adamas One Corp.,SCOTTSDALE,85255,128,1224,0
"ELECTRONIC COMPONENTS, NEC",3679.0,"Ostin Technology Group Co., Ltd.",NANJIANG JIANGSU,231300,76,924,4
AGRICULTURAL PRODUCTION-CROPS,100.0,"Arcadia Biosciences, Inc.",DAVIS,95618,5,350,2
PHARMACEUTICAL PREPARATIONS,2834.0,Clearmind Medicine Inc.,"VANCOUVER, BRITISH COLUMBIA",V6H1A5,204,1406,0
PHARMACEUTICAL PREPARATIONS,2834.0,Sunshine Biopharma Inc.,POINTE-CLAIRE,H9R 0A5,204,1081,0
PHARMACEUTICAL PREPARATIONS,2834.0,Eterna Therapeutics Inc.,CAMBRIDGE,2141,204,208,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,GHST World Inc.,NEW YORK,10065,319,956,3
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,ENCISION INC,BOULDER,80301,340,157,1
"SERVICES-BUSINESS SERVICES, NEC",7389.0,Endexx Corp,CAVE CREEK,85331,280,232,1
REAL ESTATE,6500.0,LUXURBAN HOTELS INC.,MIAMI,33137,230,852,0
RETAIL-CATALOG & MAIL-ORDER HOUSES,5961.0,Allied Corp.,KELOWNA,V1Y 9N2,240,685,1
AGRICULTURAL SERVICES,700.0,CEA Industries Inc.,BOULDER,80301,6,157,2
SEMICONDUCTORS & RELATED DEVICES,3674.0,Peraso Inc.,SAN JOSE,95131,273,1191,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Shuttle Pharmaceuticals Holdings, Inc.",ROCKVILLE,20850,204,1146,0
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,AETHLON MEDICAL INC,SAN DIEGO,92121,340,1187,3
FINANCE SERVICES,6199.0,"OpenLocker Holdings, Inc.",WEST PALM BEACH,33401,86,1477,4
"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",8062.0,ETHEMA HEALTH Corp,WEST PALM BEACH,33401,297,1477,3
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,"ADM TRONICS UNLIMITED, INC.",NORTHVALE,7647,72,987,4
MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,3590.0,Quality Industrial Corp.,SAN FRANCISCO,94104,153,1189,0
REAL ESTATE,6500.0,"Broad Street Realty, Inc.",BETHESDA,20814,230,126,1
GOLD AND SILVER ORES,1040.0,Golden Minerals Co,GOLDEN,80401,102,529,2
PHARMACEUTICAL PREPARATIONS,2834.0,PURPLE BIOTECH LTD.,REHOVOT,7670104,204,1119,0
"COMMUNICATIONS SERVICES, NEC",4899.0,"AYRO, Inc.",ROUND ROCK,78664,45,1161,4
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"LOGIQ, INC.",NEW YORK,10004,280,956,3
AGRICULTURAL PRODUCTION-CROPS,100.0,S&W Seed Co,LONGMONT,80501,5,775,4
METAL MINING,1000.0,FUSE GROUP HOLDING INC.,ARCADIA,91007,147,51,2
SERVICES-EDUCATIONAL SERVICES,8200.0,Birdie Win Corp,SELANGOR,47301,291,1230,3
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,Sharps Technology Inc.,MELVILLE,11747,340,840,3
"CUTLERY, HANDTOOLS & GENERAL HARDWARE",3420.0,"Cryomass Technologies, Inc.",DENVER,80204,58,363,2
APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2300.0,"Silo Pharma, Inc.",ENGLEWOOD CLIFFS,7632,16,438,2
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,Versus Systems Inc.,VANCOUVER,V6J 1V4,284,1403,3
COMPUTER COMMUNICATIONS EQUIPMENT,3576.0,INTRUSION INC,PLANO,75074,47,1076,4
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,"ADVENT TECHNOLOGIES HOLDINGS, INC.",BOSTON,2129,156,154,2
GOLD AND SILVER ORES,1040.0,Mexus Gold US,CARSON CITY,89701,102,225,2
SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731.0,"WEED, INC.",TUCSON,85750,282,1381,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,TREASURE GLOBAL INC,NEW YORK,10001,280,956,3
SERVICES-AMUSEMENT & RECREATION SERVICES,7900.0,"Clubhouse Media Group, Inc.",LAS VEGAS,89103,277,729,3
"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065.0,UNIVERSAL SECURITY INSTRUMENTS INC,OWINGS MILLS,21117-3586,369,1033,3
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,Raphael Pharmaceutical Inc.,LAS VEGAS,89108,142,729,0
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,"Tego Cyber, Inc.",LAS VEGAS,89123,286,729,3
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,ENDRA Life Sciences Inc.,ANN ARBOR,48105,72,46,2
PHARMACEUTICAL PREPARATIONS,2834.0,"CNS Pharmaceuticals, Inc.",HOUSTON,77027,204,635,1
METAL MINING,1000.0,Rise Gold Corp.,VANCOUVER,V6C 0B4,147,1403,0
PHARMACEUTICAL PREPARATIONS,2834.0,Evoke Pharma Inc,SOLANA BEACH,92075,204,1264,0
SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),7510.0,"Zoomcar Holdings, Inc.",DANA POINT,92629,278,344,1
SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990.0,Limitless X Holdings Inc.,BEVERLY HILLS,90212,309,129,1
PHARMACEUTICAL PREPARATIONS,2834.0,"LIXTE BIOTECHNOLOGY HOLDINGS, INC.",EAST SETAUKET,11733,204,409,1
BLANK CHECKS,6770.0,"Japan Food Tech Holdings, Inc.",TOKYO,107-0062,25,1362,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,Motorsport Games Inc.,MIAMI,33137,319,852,3
SHIP & BOAT BUILDING & REPAIRING,3730.0,"Twin Vee PowerCats, Co.",FT. PIERCE,34982,327,504,1
MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833.0,IM Cannabis Corp.,TORONTO,M5C 2V9,142,1369,0
PHARMACEUTICAL PREPARATIONS,2834.0,Galmed Pharmaceuticals Ltd.,TEL AVIV,6578317,204,1341,0
METAL MINING,1000.0,Lithium Corp,ELKO,89801,147,430,2
"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842.0,Predictive Oncology Inc.,EAGAN,55121,193,402,1
CRUDE PETROLEUM & NATURAL GAS,1311.0,"Royale Energy, Inc.",EL CAJON,92019,56,422,2
BLANK CHECKS,6770.0,Nukkleus Inc.,SHANGHAI,200062,25,1238,4
TELEGRAPH & OTHER MESSAGE COMMUNICATIONS,4822.0,"DatChat, Inc.",NEW BRUNSWICK,8901,342,945,3
SERVICES-EDUCATIONAL SERVICES,8200.0,Visionary Holdings Inc.,TORONTO,M3B 0A4,291,1369,3
"SPECIAL INDUSTRY MACHINERY, NEC",3559.0,Thunder Energies Corp,HOLLYWOOD,33024,331,623,1
RETAIL-CATALOG & MAIL-ORDER HOUSES,5961.0,KIDPIK CORP.,NEW YORK,10003,240,956,0
METAL MINING,1000.0,SCANDIUM INTERNATIONAL MINING CORP.,RENO,89523,147,1120,0
HOUSEHOLD FURNITURE,2510.0,"Luvu Brands, Inc.",ATLANTA,30360,114,61,2
AGRICULTURAL PRODUCTION-CROPS,100.0,"SHINECO, INC.",BEIJING,100062,5,105,2
"FISHING, HUNTING AND TRAPPING",900.0,AQUABOUNTY TECHNOLOGIES INC,MAYNARD,1754,88,828,4
RETAIL-EATING PLACES,5812.0,Synergy Empire Ltd,KUALA LUMPUR,56100,246,704,1
"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122.0,"DH ENCHANTMENT, INC.",LAS VEGAS,89130,365,729,3
PHARMACEUTICAL PREPARATIONS,2834.0,XORTX Therapeutics Inc.,VANCOUVER,V6E 0C5,204,1403,0
CIGARETTES,2111.0,"22nd Century Group, Inc.",WILLIAMSVILLE,14221,38,1508,4
